2024-05-13 22:32:32,847 INFO    StreamThr :15201 [internal.py:wandb_internal():85] W&B internal server running at pid: 15201, started at: 2024-05-13 22:32:32.846852
2024-05-13 22:32:32,848 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: status
2024-05-13 22:32:32,849 INFO    WriterThread:15201 [datastore.py:open_for_write():87] open: /home/ubuntu/gist/hw3/wandb/run-20240513_223226-wz062d7s/run-wz062d7s.wandb
2024-05-13 22:32:32,849 DEBUG   SenderThread:15201 [sender.py:send():378] send: header
2024-05-13 22:32:32,849 DEBUG   SenderThread:15201 [sender.py:send():378] send: run
2024-05-13 22:32:33,537 INFO    SenderThread:15201 [dir_watcher.py:__init__():211] watching files in: /home/ubuntu/gist/hw3/wandb/run-20240513_223226-wz062d7s/files
2024-05-13 22:32:33,537 INFO    SenderThread:15201 [sender.py:_start_run_threads():1123] run started: wz062d7s with start time 1715607151.900688
2024-05-13 22:32:33,543 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: check_version
2024-05-13 22:32:33,543 DEBUG   SenderThread:15201 [sender.py:send_request():405] send_request: check_version
2024-05-13 22:32:34,314 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: run_start
2024-05-13 22:32:34,315 DEBUG   HandlerThread:15201 [system_info.py:__init__():26] System info init
2024-05-13 22:32:34,315 DEBUG   HandlerThread:15201 [system_info.py:__init__():41] System info init done
2024-05-13 22:32:34,315 INFO    HandlerThread:15201 [system_monitor.py:start():194] Starting system monitor
2024-05-13 22:32:34,315 INFO    SystemMonitor:15201 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-13 22:32:34,315 INFO    HandlerThread:15201 [system_monitor.py:probe():214] Collecting system info
2024-05-13 22:32:34,316 INFO    SystemMonitor:15201 [interfaces.py:start():188] Started cpu monitoring
2024-05-13 22:32:34,316 INFO    SystemMonitor:15201 [interfaces.py:start():188] Started disk monitoring
2024-05-13 22:32:34,317 INFO    SystemMonitor:15201 [interfaces.py:start():188] Started memory monitoring
2024-05-13 22:32:34,318 INFO    SystemMonitor:15201 [interfaces.py:start():188] Started network monitoring
2024-05-13 22:32:34,324 DEBUG   HandlerThread:15201 [system_info.py:probe():150] Probing system
2024-05-13 22:32:34,324 DEBUG   HandlerThread:15201 [system_info.py:_probe_git():135] Probing git
2024-05-13 22:32:34,327 DEBUG   HandlerThread:15201 [system_info.py:_probe_git():143] Probing git done
2024-05-13 22:32:34,327 DEBUG   HandlerThread:15201 [system_info.py:probe():198] Probing system done
2024-05-13 22:32:34,327 DEBUG   HandlerThread:15201 [system_monitor.py:probe():223] {'os': 'Linux-5.15.146.1-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.10.12', 'heartbeatAt': '2024-05-13T13:32:34.324230', 'startedAt': '2024-05-13T13:32:26.234246', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'git': {'remote': 'https://github.com/Woosyun/titanic-survival-prediction.git', 'commit': '00934792bb20c35f3f825fe32130aa50155d070f'}, 'email': 'tjddbs2207@gmail.com', 'root': '/home/ubuntu/gist/hw3', 'host': 'DESKTOP-7HT3BMC', 'username': 'ubuntu', 'executable': '/home/ubuntu/gist/hw3/.venv/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3892.5809999999988, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3892.581, 'min': 0.0, 'max': 0.0}, {'current': 3892.581, 'min': 0.0, 'max': 0.0}, {'current': 3892.581, 'min': 0.0, 'max': 0.0}, {'current': 3892.581, 'min': 0.0, 'max': 0.0}, {'current': 3892.581, 'min': 0.0, 'max': 0.0}, {'current': 3892.581, 'min': 0.0, 'max': 0.0}, {'current': 3892.581, 'min': 0.0, 'max': 0.0}, {'current': 3892.581, 'min': 0.0, 'max': 0.0}, {'current': 3892.581, 'min': 0.0, 'max': 0.0}, {'current': 3892.581, 'min': 0.0, 'max': 0.0}, {'current': 3892.581, 'min': 0.0, 'max': 0.0}, {'current': 3892.581, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 1006.853931427002, 'used': 18.388782501220703}}, 'memory': {'total': 7.409412384033203}}
2024-05-13 22:32:34,327 INFO    HandlerThread:15201 [system_monitor.py:probe():224] Finished collecting system info
2024-05-13 22:32:34,328 INFO    HandlerThread:15201 [system_monitor.py:probe():227] Publishing system info
2024-05-13 22:32:34,328 INFO    HandlerThread:15201 [system_monitor.py:probe():229] Finished publishing system info
2024-05-13 22:32:34,328 DEBUG   SenderThread:15201 [sender.py:send():378] send: files
2024-05-13 22:32:34,328 INFO    SenderThread:15201 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-05-13 22:32:34,372 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: python_packages
2024-05-13 22:32:34,372 DEBUG   SenderThread:15201 [sender.py:send_request():405] send_request: python_packages
2024-05-13 22:32:34,420 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: stop_status
2024-05-13 22:32:34,421 DEBUG   SenderThread:15201 [sender.py:send_request():405] send_request: stop_status
2024-05-13 22:32:34,538 INFO    Thread-50 :15201 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ubuntu/gist/hw3/wandb/run-20240513_223226-wz062d7s/files/requirements.txt
2024-05-13 22:32:34,538 INFO    Thread-50 :15201 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ubuntu/gist/hw3/wandb/run-20240513_223226-wz062d7s/files/wandb-metadata.json
2024-05-13 22:32:34,779 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: log_artifact
2024-05-13 22:32:34,784 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: partial_history
2024-05-13 22:32:34,909 DEBUG   SenderThread:15201 [sender.py:send():378] send: telemetry
2024-05-13 22:32:34,909 DEBUG   SenderThread:15201 [sender.py:send():378] send: config
2024-05-13 22:32:34,909 DEBUG   SenderThread:15201 [sender.py:send():378] send: config
2024-05-13 22:32:34,909 DEBUG   SenderThread:15201 [sender.py:send_request():405] send_request: log_artifact
2024-05-13 22:32:35,166 INFO    wandb-upload_0:15201 [upload_job.py:push():130] Uploaded file /tmp/tmp2tgqlbpdwandb/ylizu1us-wandb-metadata.json
2024-05-13 22:32:35,484 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: log_artifact
2024-05-13 22:32:35,488 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: partial_history
2024-05-13 22:32:35,538 INFO    Thread-50 :15201 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ubuntu/gist/hw3/wandb/run-20240513_223226-wz062d7s/files/media/table/learning_curve_1_dabe8bf4bf149509a80e.table.json
2024-05-13 22:32:35,538 INFO    Thread-50 :15201 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ubuntu/gist/hw3/wandb/run-20240513_223226-wz062d7s/files/media/table/class_proportions_0_c704de42d39fa3e202eb.table.json
2024-05-13 22:32:35,538 INFO    Thread-50 :15201 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ubuntu/gist/hw3/wandb/run-20240513_223226-wz062d7s/files/media/table
2024-05-13 22:32:35,538 INFO    Thread-50 :15201 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ubuntu/gist/hw3/wandb/run-20240513_223226-wz062d7s/files/media
2024-05-13 22:32:36,052 INFO    wandb-upload_0:15201 [upload_job.py:push():130] Uploaded file /tmp/tmp2tgqlbpdwandb/6gbmo6mo-media/table/learning_curve_1_dabe8bf4bf149509a80e.table.json
2024-05-13 22:32:36,328 INFO    wandb-upload_1:15201 [upload_job.py:push():130] Uploaded file /tmp/tmp2tgqlbpdwandb/rhlpbcaz-media/table/class_proportions_0_c704de42d39fa3e202eb.table.json
2024-05-13 22:32:36,718 INFO    wandb-upload_2:15201 [upload_job.py:push():88] Uploaded file /home/ubuntu/.local/share/wandb/artifacts/staging/tmp_qewy68l
2024-05-13 22:32:37,662 INFO    SenderThread:15201 [sender.py:send_request_log_artifact():1455] logged artifact run-wz062d7s-class_proportions - {'id': 'QXJ0aWZhY3Q6ODM0MzQxNzU0', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjE3NDEyNzQ4NA==', 'latestArtifact': None}}
2024-05-13 22:32:37,662 DEBUG   SenderThread:15201 [sender.py:send():378] send: files
2024-05-13 22:32:37,662 INFO    SenderThread:15201 [sender.py:_save_file():1389] saving file media/table/class_proportions_0_c704de42d39fa3e202eb.table.json with policy now
2024-05-13 22:32:37,662 DEBUG   SenderThread:15201 [sender.py:send():378] send: history
2024-05-13 22:32:37,663 DEBUG   SenderThread:15201 [sender.py:send_request():405] send_request: summary_record
2024-05-13 22:32:37,664 INFO    SenderThread:15201 [sender.py:_save_file():1389] saving file wandb-summary.json with policy end
2024-05-13 22:32:37,665 DEBUG   SenderThread:15201 [sender.py:send():378] send: config
2024-05-13 22:32:37,665 DEBUG   SenderThread:15201 [sender.py:send_request():405] send_request: log_artifact
2024-05-13 22:32:38,272 INFO    wandb-upload_0:15201 [upload_job.py:push():130] Uploaded file /tmp/tmp2tgqlbpdwandb/wwyoo3jb-media/table/class_proportions_0_c704de42d39fa3e202eb.table.json
2024-05-13 22:32:38,539 INFO    Thread-50 :15201 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ubuntu/gist/hw3/wandb/run-20240513_223226-wz062d7s/files/output.log
2024-05-13 22:32:38,539 INFO    Thread-50 :15201 [dir_watcher.py:_on_file_created():271] file/dir created: /home/ubuntu/gist/hw3/wandb/run-20240513_223226-wz062d7s/files/wandb-summary.json
2024-05-13 22:32:39,044 INFO    wandb-upload_2:15201 [upload_job.py:push():88] Uploaded file /home/ubuntu/.local/share/wandb/artifacts/staging/tmpn6tnx8ix
2024-05-13 22:32:40,010 INFO    SenderThread:15201 [sender.py:send_request_log_artifact():1455] logged artifact run-wz062d7s-learning_curve - {'id': 'QXJ0aWZhY3Q6ODM0MzQxODA1', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjE3NDEyNzUwNg==', 'latestArtifact': None}}
2024-05-13 22:32:40,011 DEBUG   SenderThread:15201 [sender.py:send():378] send: files
2024-05-13 22:32:40,011 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: status_report
2024-05-13 22:32:40,011 INFO    SenderThread:15201 [sender.py:_save_file():1389] saving file media/table/learning_curve_1_dabe8bf4bf149509a80e.table.json with policy now
2024-05-13 22:32:40,011 DEBUG   SenderThread:15201 [sender.py:send():378] send: history
2024-05-13 22:32:40,012 DEBUG   SenderThread:15201 [sender.py:send_request():405] send_request: summary_record
2024-05-13 22:32:40,012 INFO    SenderThread:15201 [sender.py:_save_file():1389] saving file wandb-summary.json with policy end
2024-05-13 22:32:40,540 INFO    Thread-50 :15201 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/ubuntu/gist/hw3/wandb/run-20240513_223226-wz062d7s/files/output.log
2024-05-13 22:32:40,540 INFO    Thread-50 :15201 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/ubuntu/gist/hw3/wandb/run-20240513_223226-wz062d7s/files/wandb-summary.json
2024-05-13 22:32:40,636 INFO    wandb-upload_1:15201 [upload_job.py:push():130] Uploaded file /tmp/tmp2tgqlbpdwandb/iihdy1wf-media/table/learning_curve_1_dabe8bf4bf149509a80e.table.json
2024-05-13 22:32:45,013 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: status_report
2024-05-13 22:32:49,372 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: stop_status
2024-05-13 22:32:49,373 DEBUG   SenderThread:15201 [sender.py:send_request():405] send_request: stop_status
2024-05-13 22:32:50,621 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: status_report
2024-05-13 22:32:55,622 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: status_report
2024-05-13 22:33:00,622 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: status_report
2024-05-13 22:33:04,372 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: stop_status
2024-05-13 22:33:04,373 DEBUG   SenderThread:15201 [sender.py:send_request():405] send_request: stop_status
2024-05-13 22:33:05,709 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: status_report
2024-05-13 22:33:06,550 INFO    Thread-50 :15201 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/ubuntu/gist/hw3/wandb/run-20240513_223226-wz062d7s/files/config.yaml
2024-05-13 22:33:10,983 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: status_report
2024-05-13 22:33:15,984 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: status_report
2024-05-13 22:33:19,372 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: stop_status
2024-05-13 22:33:19,373 DEBUG   SenderThread:15201 [sender.py:send_request():405] send_request: stop_status
2024-05-13 22:33:21,642 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: status_report
2024-05-13 22:33:26,643 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: status_report
2024-05-13 22:33:31,645 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: status_report
2024-05-13 22:33:34,318 DEBUG   SystemMonitor:15201 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-05-13 22:33:34,320 DEBUG   SenderThread:15201 [sender.py:send():378] send: stats
2024-05-13 22:33:34,373 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: stop_status
2024-05-13 22:33:34,373 DEBUG   SenderThread:15201 [sender.py:send_request():405] send_request: stop_status
2024-05-13 22:33:36,725 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: status_report
2024-05-13 22:33:41,726 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: status_report
2024-05-13 22:33:46,727 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: status_report
2024-05-13 22:33:49,373 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: stop_status
2024-05-13 22:33:49,373 DEBUG   SenderThread:15201 [sender.py:send_request():405] send_request: stop_status
2024-05-13 22:33:52,662 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: status_report
2024-05-13 22:33:57,663 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: status_report
2024-05-13 22:34:02,664 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: status_report
2024-05-13 22:34:04,320 DEBUG   SenderThread:15201 [sender.py:send():378] send: stats
2024-05-13 22:34:04,373 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: stop_status
2024-05-13 22:34:04,374 DEBUG   SenderThread:15201 [sender.py:send_request():405] send_request: stop_status
2024-05-13 22:34:07,716 DEBUG   HandlerThread:15201 [handler.py:handle_request():158] handle_request: status_report
